                                                             cve-2010-5278, cve-2015-9481, cve-2015-9482, cve-2017-1002201, cve-2018-1000877, cve-2018-1000878, cve-2018-1000879, cve-2018-1000880, cve-2018-1002204, cve-2018-19052, cve-2018-20685, cve-2018-5732, cve-2019-0065, cve-2019-0071, cve-2019-10923, cve-2019-10936, cve-2019-13411, cve-2019-13412, cve-2019-13929, cve-2019-14657, cve-2019-14810, cve-2019-15064, cve-2019-15065, cve-2019-15066, cve-2019-16925, cve-2019-16926, cve-2019-17115, cve-2019-17264, cve-2019-17449, cve-2019-17501, cve-2019-17507, cve-2019-17526, cve-2019-17543, cve-2019-17544, cve-2019-17629, cve-2019-17630, cve-2019-17664, cve-2019-18216, cve-2019-2934, cve-2019-2936, cve-2019-2937, cve-2019-2961, cve-2019-2965, cve-2019-8064, cve-2019-8160, cve-2019-8161, cve-2019-8162, cve-2019-8163, cve-2019-8164, cve-2019-8165, cve-2019-8166, cve-2019-8167, cve-2019-8168, cve-2019-8169, cve-2019-8170, cve-2019-8171, cve-2019-8172, cve-2019-8173, cve-2019-8174, cve-2019-8175, cve-2019-8176, cve-2019-8177, cve-2019-8178, cve-2019-8179, cve-2019-8180, cve-2019-8181, cve-2019-8182, cve-2019-8183, cve-2019-8184, cve-2019-8185, cve-2019-8186, cve-2019-8187, cve-2019-8188, cve-2019-8189, cve-2019-8190, cve-2019-8191, cve-2019-8192, cve-2019-8193, cve-2019-8194, cve-2019-8195, cve-2019-8196, cve-2019-8197, cve-2019-8198, cve-2019-8199, cve-2019-8200, cve-2019-8201, cve-2019-8202, cve-2019-8203, cve-2019-8204, cve-2019-8205, cve-2019-8206, cve-2019-8207, cve-2019-8208, cve-2019-8209, cve-2019-8210, cve-2019-8211, cve-2019-8212, cve-2019-8213, cve-2019-8214, cve-2019-8215, cve-2019-8216, cve-2019-8217, cve-2019-8218, cve-2019-8219, cve-2019-8220, cve-2019-8221, cve-2019-8222, cve-2019-8223, cve-2019-8224, cve-2019-8225, cve-2019-8226, cve-2019-8369, cve-2019-8370
15.x                                                         cve-2019-16966, cve-2019-16967
155-5                                                        cve-2019-10936
155-6                                                        cve-2019-10936
155997                                                       cve-2019-4031
16.0.0                                                       cve-2019-2896
16.1                                                         cve-2019-0047, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0065, cve-2019-0066, cve-2019-0067, cve-2019-0074, cve-2019-0381
16.1.0-16.2.18                                               cve-2019-3020
16.11.01                                                     cve-2016-6800
16.1r3-s10                                                   cve-2019-0066
16.1r4-s12                                                   cve-2019-0066
16.1r4-s13                                                   cve-2019-0062
16.1r6                                                       cve-2019-0074
16.1r6-s2                                                    cve-2019-0067
16.1r6-s6                                                    cve-2019-0066, cve-2019-0074
16.1r7                                                       cve-2019-0067, cve-2019-0069
16.1r7-s2                                                    cve-2019-0066
16.1r7-s3                                                    cve-2019-0074
16.1r7-s4                                                    cve-2019-0061
16.1r7-s5                                                    cve-2019-0047, cve-2019-0062, cve-2019-0063, cve-2019-0065
16.2                                                         cve-2019-0047, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0065, cve-2019-0066, cve-2019-0067, cve-2019-0074
16.2r2-s10                                                   cve-2019-0062, cve-2019-0063, cve-2019-0067
16.2r2-s11                                                   cve-2019-0065
16.2r2-s7                                                    cve-2019-0066
16.2r2-s9                                                    cve-2019-0047, cve-2019-0061
16.x                                                         cve-2017-14328
165481                                                       cve-2019-4523
166798                                                       cve-2019-4572
17.0                                                         cve-2019-0381, cve-2019-2883, cve-2019-2884
17.0.0                                                       cve-2019-2896
17.0.3                                                       cve-2019-2872
17.1                                                         cve-2019-0047, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0065, cve-2019-0066, cve-2019-0067, cve-2019-0069, cve-2019-0074
17.1.0-17.12.12                                              cve-2019-2976
17.1.0-17.12.14                                              cve-2019-3020
17.1r2-s10                                                   cve-2019-0069
17.1r2-s8                                                    cve-2019-0069
17.1r2-s9                                                    cve-2019-0066
17.1r3                                                       cve-2019-0047, cve-2019-0061, cve-2019-0065, cve-2019-0066, cve-2019-0067, cve-2019-0069, cve-2019-0074
17.1r3-s1                                                    cve-2019-0062, cve-2019-0063
17.2                                                         cve-2019-0047, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0065, cve-2019-0066, cve-2019-0069, cve-2019-0074
17.2r1-s3                                                    cve-2019-0074
17.2r1-s7                                                    cve-2019-0066, cve-2019-0069
17.2r1-s8                                                    cve-2019-0047, cve-2019-0061
17.2r2-s6                                                    cve-2019-0066, cve-2019-0069
17.2r2-s7                                                    cve-2019-0047, cve-2019-0061
17.2r2-s8                                                    cve-2019-0062
17.2r3                                                       cve-2019-0066, cve-2019-0069, cve-2019-0074
17.2r3-s1                                                    cve-2019-0047, cve-2019-0061, cve-2019-0069, cve-2019-0074
17.2r3-s2                                                    cve-2019-0063
17.2r3-s3                                                    cve-2019-0062, cve-2019-0065
17.3                                                         cve-2019-0047, cve-2019-0050, cve-2019-0051, cve-2019-0055, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0065, cve-2019-0066, cve-2019-0068, cve-2019-0069, cve-2019-0073, cve-2019-0074, cve-2019-0075
17.3r1-s1                                                    cve-2019-0074
17.3r2                                                       cve-2019-0069, cve-2019-0074
17.3r2-s4                                                    cve-2019-0066
17.3r3                                                       cve-2019-0055, cve-2019-0066, cve-2019-0069
17.3r3-s3                                                    cve-2019-0074
17.3r3-s4                                                    cve-2019-0061, cve-2019-0069
17.3r3-s5                                                    cve-2019-0062
17.3r3-s6                                                    cve-2019-0047, cve-2019-0063, cve-2019-0065
17.3r3-s7                                                    cve-2019-0050, cve-2019-0051, cve-2019-0073, cve-2019-0075
17.4                                                         cve-2019-0047, cve-2019-0050, cve-2019-0051, cve-2019-0055, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0065, cve-2019-0068, cve-2019-0069, cve-2019-0073, cve-2019-0074, cve-2019-0075
17.4r1                                                       cve-2019-0074
17.4r1-s6                                                    cve-2019-0061, cve-2019-0074
17.4r1-s7                                                    cve-2019-0047, cve-2019-0061
17.4r2                                                       cve-2019-0055, cve-2019-0069
17.4r2-s2                                                    cve-2019-0074
17.4r2-s3                                                    cve-2019-0061
17.4r2-s4                                                    cve-2019-0047, cve-2019-0069
17.4r2-s5                                                    cve-2019-0063, cve-2019-0068
17.4r2-s6                                                    cve-2019-0051
17.4r2-s8                                                    cve-2019-0050, cve-2019-0062, cve-2019-0065, cve-2019-0073, cve-2019-0075
17.4r3                                                       cve-2019-0047, cve-2019-0050, cve-2019-0051, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0065, cve-2019-0068, cve-2019-0069, cve-2019-0073, cve-2019-0074, cve-2019-0075
18.0.0                                                       cve-2019-2896
18.0.1                                                       cve-2019-2872
18.06.4                                                      cve-2019-17367
18.1                                                         cve-2019-0047, cve-2019-0050, cve-2019-0051, cve-2019-0056, cve-2019-0059, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0065, cve-2019-0068, cve-2019-0069, cve-2019-0073, cve-2019-0074, cve-2019-0075, cve-2019-3019
18.1.0-18.8.11                                               cve-2019-3020
18.1r1                                                       cve-2019-0059
18.1r2                                                       cve-2019-0069
18.1r2-s4                                                    cve-2019-0056, cve-2019-0059, cve-2019-0061, cve-2019-0074
18.1r3-s1                                                    cve-2019-0059
18.1r3-s3                                                    cve-2019-0065, cve-2019-0074
18.1r3-s4                                                    cve-2019-0061, cve-2019-0069, cve-2019-0071
18.1r3-s5                                                    cve-2019-0047, cve-2019-0056
18.1r3-s6                                                    cve-2019-0063, cve-2019-0068
18.1r3-s8                                                    cve-2019-0050, cve-2019-0051, cve-2019-0062, cve-2019-0073, cve-2019-0075
18.1x75                                                      cve-2019-0056, cve-2019-0059
18.1x75-d10                                                  cve-2019-0056
18.2                                                         cve-2019-0047, cve-2019-0050, cve-2019-0051, cve-2019-0056, cve-2019-0060, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0065, cve-2019-0068, cve-2019-0069, cve-2019-0073, cve-2019-0074, cve-2019-0075, cve-2019-3019, cve-2019-3765
18.2r1                                                       cve-2019-0057, cve-2019-0070
18.2r1-s5                                                    cve-2019-0047, cve-2019-0056, cve-2019-0061
18.2r2                                                       cve-2019-0074, cve-2019-0075
18.2r2-s1                                                    cve-2019-0060
18.2r2-s2                                                    cve-2019-0061
18.2r2-s3                                                    cve-2019-0047, cve-2019-0056, cve-2019-0069
18.2r2-s4                                                    cve-2019-0063, cve-2019-0068
18.2r3                                                       cve-2019-0047, cve-2019-0050, cve-2019-0051, cve-2019-0056, cve-2019-0060, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0064, cve-2019-0065, cve-2019-0068, cve-2019-0069, cve-2019-0073
18.2x75                                                      cve-2019-0056, cve-2019-0063, cve-2019-0074
18.2x75-d40                                                  cve-2019-0074
18.2x75-d5                                                   cve-2019-0057
18.2x75-d50                                                  cve-2019-0056, cve-2019-0063
18.3                                                         cve-2019-0047, cve-2019-0050, cve-2019-0051, cve-2019-0056, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0065, cve-2019-0068, cve-2019-0069, cve-2019-0073, cve-2019-0074, cve-2019-0075, cve-2019-3019
18.3r1-s2                                                    cve-2019-0074
18.3r1-s3                                                    cve-2019-0047, cve-2019-0061, cve-2019-0069, cve-2019-0071
18.3r1-s4                                                    cve-2019-0056
18.3r1-s5                                                    cve-2019-0063
18.3r2                                                       cve-2019-0047, cve-2019-0050, cve-2019-0051, cve-2019-0056, cve-2019-0061, cve-2019-0065, cve-2019-0069, cve-2019-0073, cve-2019-0074, cve-2019-0075
18.3r2-s1                                                    cve-2019-0068
18.3r3                                                       cve-2019-0047, cve-2019-0056, cve-2019-0062, cve-2019-0063, cve-2019-0068
18.4                                                         cve-2019-0047, cve-2019-0050, cve-2019-0051, cve-2019-0056, cve-2019-0060, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0065, cve-2019-0068, cve-2019-0069, cve-2019-0073, cve-2019-0074
18.4r1-s1                                                    cve-2019-0069, cve-2019-0074
18.4r1-s2                                                    cve-2019-0047, cve-2019-0056, cve-2019-0061
18.4r2                                                       cve-2019-0047, cve-2019-0050, cve-2019-0051, cve-2019-0056, cve-2019-0060, cve-2019-0061, cve-2019-0062, cve-2019-0063, cve-2019-0064, cve-2019-0065, cve-2019-0068, cve-2019-0069, cve-2019-0073, cve-2019-0074
18c                                                          cve-2018-2875, cve-2019-2734, cve-2019-2909, cve-2019-2913, cve-2019-2939, cve-2019-2940, cve-2019-2954, cve-2019-2955, cve-2019-2956
19.0.0                                                       cve-2019-2872
19.04                                                        cve-2019-17501, cve-2019-6144
19.08                                                        cve-2019-6144
19.1                                                         cve-2019-0051, cve-2019-0062, cve-2019-0063, cve-2019-0068, cve-2019-3019, cve-2019-3765
19.1.2                                                       cve-2019-15719
19.1.884.0                                                   cve-2019-17093
19.1r1-s1                                                    cve-2019-0068
19.1r1-s2                                                    cve-2019-0062, cve-2019-0063
19.1r2                                                       cve-2019-0051, cve-2019-0062, cve-2019-0063, cve-2019-0068
19.2.0                                                       cve-2019-2986, cve-2019-2989
19.2r1                                                       cve-2019-0064
19.31.1                                                      cve-2019-17355
19.6.4546.0                                                  cve-2019-17093
19.8                                                         cve-2019-17093, cve-2019-2935, cve-2019-2965
192.168.0.2\c$\file.pdf                                      cve-2019-17497
19c                                                          cve-2018-2875, cve-2019-2734, cve-2019-2909, cve-2019-2913, cve-2019-2939, cve-2019-2954, cve-2019-2955, cve-2019-2956
2                                                            cve-2011-4333, cve-2014-2736, cve-2014-8773, cve-2015-4646, cve-2017-12626, cve-2017-7322, cve-2017-7323, cve-2019-16966, cve-2019-16968, cve-2019-16976, cve-2019-16978, cve-2019-16981, cve-2019-17115, cve-2019-17118, cve-2019-17514, cve-2019-18356, cve-2019-18357
2.0                                                          cve-2015-9463, cve-2015-9471, cve-2018-1000850, cve-2019-0368, cve-2019-0379, cve-2019-0381, cve-2019-3765
2.0.0                                                        cve-2014-2311, cve-2016-4977, cve-2019-17531
2.0.0-2.0.4                                                  cve-2019-0212
2.0.0-beta.0                                                 cve-2018-16202
2.0.0-beta.1                                                 cve-2018-16202
2.0.0-beta.2                                                 cve-2018-16202
2.0.0.363                                                    cve-2019-8071
2.0.2-pl                                                     cve-2010-5278
2.0.4                                                        cve-2017-14061, cve-2017-14062, cve-2019-17383
2.0.5                                                        cve-2015-9505, cve-2015-9506, cve-2015-9507, cve-2015-9508, cve-2015-9509, cve-2015-9510, cve-2015-9511, cve-2015-9512, cve-2015-9513, cve-2015-9514, cve-2015-9515, cve-2015-9516, cve-2015-9517, cve-2015-9518, cve-2015-9519, cve-2015-9520, cve-2015-9521, cve-2015-9522, cve-2015-9523, cve-2015-9524, cve-2015-9525, cve-2015-9526, cve-2015-9527, cve-2015-9528, cve-2015-9529, cve-2015-9530, cve-2015-9531, cve-2015-9532, cve-2015-9533, cve-2015-9534, cve-2015-9535, cve-2015-9536
2.0.6                                                        cve-2019-18277
2.0.6.21094                                                  cve-2019-17449
2.0.9                                                        cve-2016-4977
2.0.x                                                        cve-2015-9505, cve-2015-9506, cve-2015-9507, cve-2015-9508, cve-2015-9509, cve-2015-9510, cve-2015-9511, cve-2015-9512, cve-2015-9513, cve-2015-9514, cve-2015-9515, cve-2015-9516, cve-2015-9517, cve-2015-9518, cve-2015-9519, cve-2015-9520, cve-2015-9521, cve-2015-9522, cve-2015-9523, cve-2015-9524, cve-2015-9525, cve-2015-9526, cve-2015-9527, cve-2015-9528, cve-2015-9529, cve-2015-9530, cve-2015-9531, cve-2015-9532, cve-2015-9533, cve-2015-9534, cve-2015-9535, cve-2015-9536
2.1                                                          cve-2015-9460, cve-2019-3765
2.1.0                                                        cve-2019-17220
2.1.0-0                                                      cve-2018-16202
2.1.0-2.1.3                                                  cve-2019-0212
2.1.1                                                        cve-2019-18224
2.1.1-6.10.2                                                 cve-2019-3689
2.1.11                                                       cve-2015-9505, cve-2015-9506, cve-2015-9507, cve-2015-9508, cve-2015-9509, cve-2015-9510, cve-2015-9511, cve-2015-9512, cve-2015-9513, cve-2015-9514, cve-2015-9515, cve-2015-9516, cve-2015-9517, cve-2015-9518, cve-2015-9519, cve-2015-9520, cve-2015-9521, cve-2015-9522, cve-2015-9523, cve-2015-9524, cve-2015-9525, cve-2015-9526, cve-2015-9527, cve-2015-9528, cve-2015-9529, cve-2015-9530, cve-2015-9531, cve-2015-9532, cve-2015-9533, cve-2015-9534, cve-2015-9535, cve-2015-9536
2.1.2                                                        cve-2019-17134
2.1.3                                                        cve-2019-10461, cve-2019-10462
2.1.37.37-34                                                 cve-2019-12611
2.1.x                                                        cve-2015-9505, cve-2015-9506, cve-2015-9507, cve-2015-9508, cve-2015-9509, cve-2015-9510, cve-2015-9511, cve-2015-9512, cve-2015-9513, cve-2015-9514, cve-2015-9515, cve-2015-9516, cve-2015-9517, cve-2015-9518, cve-2015-9519, cve-2015-9520, cve-2015-9521, cve-2015-9522, cve-2015-9523, cve-2015-9524, cve-2015-9525, cve-2015-9526, cve-2015-9527, cve-2015-9528, cve-2015-9529, cve-2015-9530, cve-2015-9531, cve-2015-9532, cve-2015-9533, cve-2015-9534, cve-2015-9535, cve-2015-9536
2.12.0                                                       cve-2012-0881
2.14.15                                                      cve-2019-15893, cve-2019-16530
2.17.0                                                       cve-2019-10756
2.19.291                                                     cve-2019-11933
2.2                                                          cve-2019-3765
2.2.0                                                        cve-2018-16202, cve-2019-12290, cve-2019-15138
2.2.11                                                       cve-2019-17629, cve-2019-17630
2.2.13                                                       cve-2014-2311
2.2.14                                                       cve-2014-2736
2.2.15                                                       cve-2014-8773, cve-2014-8774, cve-2014-8775
2.2.20                                                       cve-2019-17091
2.2.5                                                        cve-2019-10440
2.2.9                                                        cve-2015-9504, cve-2015-9505, cve-2015-9506, cve-2015-9507, cve-2015-9508, cve-2015-9509, cve-2015-9510, cve-2015-9511, cve-2015-9512, cve-2015-9513, cve-2015-9514, cve-2015-9515, cve-2015-9516, cve-2015-9517, cve-2015-9518, cve-2015-9519, cve-2015-9520, cve-2015-9521, cve-2015-9522, cve-2015-9523, cve-2015-9524, cve-2015-9525, cve-2015-9526, cve-2015-9527, cve-2015-9528, cve-2015-9529, cve-2015-9530, cve-2015-9531, cve-2015-9532, cve-2015-9533, cve-2015-9534, cve-2015-9535, cve-2015-9536
